,Date,Region,Weather,Seasonality,Promotion,Price,Discount,CompetitorPrice,InventoryLag,TrueDemand
52,2023-02-22,North,Snowy,0.32109840356669545,1,98.40264232106699,0.010311092609064354,105.0325533389941,359,89.3211047407157
53,2023-02-23,North,Sunny,0.32704546100669857,0,101.75607861255494,0.27762254760839195,105.70285158401511,392,68.79947316360287
54,2023-02-24,North,Snowy,0.3329795943310505,0,103.13648817920202,0.17338048813740783,104.31814507208937,332,70.09780266685567
55,2023-02-25,East,Cloudy,0.3389005690358841,0,100.416473794681,0.07325302302046881,95.68199821842967,433,76.540509760832
56,2023-02-26,South,Rainy,0.34480815113733165,0,90.03297409026047,0.09242756936350284,87.35324024434173,467,77.15744142326666
57,2023-02-27,East,Snowy,0.3507021071807718,0,88.79074531319117,0.1931811126043701,96.12597740397497,333,83.43239265485703
58,2023-02-28,South,Snowy,0.3565822042500548,0,100.78423305431052,0.11875015905024289,95.6605322417085,313,78.29682020834036
59,2023-03-01,North,Sunny,0.3624482099767071,0,102.04921119876039,0.08057371950613197,97.06582511778248,397,73.10424921015256
60,2023-03-02,North,Sunny,0.36829989254911394,0,95.73764582230918,0.11292353113540239,91.81337577156361,409,80.12929443362285
61,2023-03-03,South,Rainy,0.3741370207216799,0,96.11877120824552,0.18860076469253426,96.67235892317123,472,78.3238448893227
62,2023-03-04,West,Rainy,0.3799593638239676,0,105.42309463752846,0.04461524837431593,107.64389934406543,417,68.22186546790236
63,2023-03-05,West,Snowy,0.385766691769813,1,96.5622607746655,0.1038751928271886,98.53524968532072,470,91.84321791226643
64,2023-03-06,East,Rainy,0.3915587750664177,0,102.27957164412007,0.24619123821591612,100.16688130318006,407,77.78674441338143
65,2023-03-07,East,Cloudy,0.39733538482341846,1,97.85510756227038,0.10065960953458992,94.69955493749943,411,88.31669888982847
66,2023-03-08,West,Snowy,0.40309629276193215,0,101.54349144480405,0.21980279376158024,99.57380049409653,347,72.5805162272224
67,2023-03-09,West,Snowy,0.40884127122357683,0,100.07864684390398,0.05698226921254032,98.54349579570236,490,71.10679434954622
68,2023-03-10,North,Cloudy,0.4145700931794686,0,99.97319370911437,0.14810684716633607,102.18754434714468,337,76.94801980647968
69,2023-03-11,South,Sunny,0.42028253223919276,0,98.44290914532411,0.2046006911516239,93.96875881857713,355,80.91820762375912
70,2023-03-12,South,Sunny,0.4259783626597507,0,84.80426194292704,0.15866682882463598,84.65594023337195,364,79.13017715386499
71,2023-03-13,South,Cloudy,0.43165735935448063,0,98.85220943753525,0.19669159969954345,96.43533750728363,421,75.05970380235657
72,2023-03-14,North,Sunny,0.43731929790195234,0,98.00806442159612,0.13295162843119762,98.63593800625051,332,75.78101765426601
73,2023-03-15,West,Cloudy,0.44296395455483617,0,99.762798910488,0.22880485962169758,98.1737010385902,322,72.47955929173347
74,2023-03-16,North,Cloudy,0.4485911062487449,0,95.58677172994695,0.21479657534238536,99.7414804384211,359,73.8912268666875
75,2023-03-17,West,Sunny,0.45420053061104837,0,96.8252079648515,0.15792770901207276,94.50398329164591,406,77.4128173175436
76,2023-03-18,North,Snowy,0.45979200596966185,0,110.03514974597047,0.17068968848256216,103.73255145116214,489,72.11002337668829
77,2023-03-19,North,Sunny,0.4653653113618054,0,105.30132060416314,0.020919971535452407,101.11161326467166,468,75.31816835741604
78,2023-03-20,North,Cloudy,0.4709202265427363,0,93.02984454820671,0.2022578601747815,89.4344585843702,499,73.59829589911702
79,2023-03-21,South,Sunny,0.47645653199445226,0,89.94077676829531,0.07341678963634655,89.18376026221004,499,77.66105521228467
80,2023-03-22,South,Rainy,0.4819740089343666,1,98.88711498794719,0.183667803487124,100.3115896876919,429,92.50804383109833
81,2023-03-23,South,Sunny,0.48747243932395384,0,99.0355515027069,0.03228609876455728,105.32589079337222,487,70.42434448178656
82,2023-03-24,West,Cloudy,0.4929516058773663,1,95.294217367185,0.11125356601921461,94.28645413433217,374,93.02499729228758
83,2023-03-25,South,Cloudy,0.4984112920700204,0,106.95212428137758,0.1269544912220608,108.93816828666957,315,73.56105992365386
84,2023-03-26,West,Rainy,0.5038512821471537,0,97.78131646035624,0.1855788996326565,99.4071255871355,305,76.86572476326174
85,2023-03-27,North,Sunny,0.5092713611323508,0,86.41026658866761,0.13174107080886804,92.70208687023556,391,81.8602228594315
86,2023-03-28,East,Cloudy,0.5146713148360386,0,99.98960855337162,0.06840485908880314,105.17954272948344,441,74.03975953234196
87,2023-03-29,West,Cloudy,0.5200509298639509,0,112.16437991818262,0.015217200319676915,108.12532146412798,421,69.33739755764172
88,2023-03-30,North,Sunny,0.525409993625561,0,101.18065384366854,0.007880233081581466,101.03577074894976,409,77.3248203475413
89,2023-03-31,East,Sunny,0.5307482943424833,0,101.35469286015652,0.14702854443870272,107.58055069041144,373,79.41614855301412
90,2023-04-01,East,Cloudy,0.5360656210568414,0,92.77517156649552,0.009226632487435748,95.15071933585249,326,77.20871028969633
91,2023-04-02,North,Rainy,0.5413617636396058,0,97.78484139996293,0.28995117593904096,96.05213701575268,442,77.09438024557261
92,2023-04-03,East,Sunny,0.5466365127988966,0,97.6901697716094,0.05785100656247666,99.89457396633051,356,76.7917044718659
93,2023-04-04,North,Rainy,0.5518896600882554,0,97.3423125902194,0.10069963953409435,97.02370051072313,451,74.89094458837508
94,2023-04-05,North,Cloudy,0.5571209979148817,0,107.79932727744219,0.05821965576857092,109.17337343799456,381,70.68952287774026
95,2023-04-06,East,Cloudy,0.5623303195478371,1,105.60497081237953,0.23919775916479974,106.24162045327797,497,87.51632876435603
96,2023-04-07,South,Cloudy,0.5675174191262146,0,102.89490343154566,0.1079754838517522,104.01213564423843,302,72.02797416391341
97,2023-04-08,North,Rainy,0.5726820916672735,0,105.34679768069161,0.03874452466714455,108.39608829421094,446,70.90474957710131
98,2023-04-09,South,Rainy,0.5778241330745406,0,95.38482394594782,0.05402218092099651,97.86716760023982,308,78.57585531697984
99,2023-04-10,North,Cloudy,0.5829433401458751,0,95.89829859302883,0.23742220877942383,101.11864821387348,381,70.48125480879756
100,2023-04-11,South,Sunny,0.5880395105814988,0,100.3989480872273,0.14535347117174965,101.61535732638032,394,76.19241880834917
101,2023-04-12,South,Sunny,0.5931124429919904,0,92.39473856717571,0.0173213075146998,92.3816484188863,442,79.64136734588855
102,2023-04-13,South,Cloudy,0.5981619369062444,0,101.63624194152781,0.20378901654246775,105.52952867197558,470,69.55274509543088
103,2023-04-14,East,Sunny,0.6031877927793927,0,105.37598146254103,0.07814740221473584,107.88020133687466,313,69.22290912726717
104,2023-04-15,North,Cloudy,0.6081898120006908,0,99.69166268478317,0.0036966341861255467,95.75927276075785,331,76.19403369386382
105,2023-04-16,West,Sunny,0.6131677969013658,1,101.9579293824533,0.24707239269383158,100.10260247917245,335,91.0434593880198
106,2023-04-17,East,Cloudy,0.6181215507624285,0,96.19484355522147,0.13554383537268463,100.30116992564587,398,74.31380869762847
107,2023-04-18,West,Cloudy,0.6230508778224466,0,97.86168818928472,0.1879846504330793,97.37241602397481,465,76.46209128858182
108,2023-04-19,North,Sunny,0.6279555832852816,1,98.39364967895871,0.149504519523505,97.55967102481823,484,88.58879169529901
109,2023-04-20,South,Sunny,0.6328354733277857,0,96.97526022948826,0.11741291743191853,102.18862313026548,302,82.74238899505919
110,2023-04-21,South,Rainy,0.6376903551074622,0,97.560434923381,0.020653254938679776,95.77486889899241,351,73.37259047271198
111,2023-04-22,South,Snowy,0.6425200367700856,0,81.34761249342289,0.15635016480677955,79.68636609639088,447,92.31642772894611
112,2023-04-23,North,Sunny,0.6473243274572839,0,106.09725320086812,0.1890295376795412,107.44922955272033,443,70.99857701157006
113,2023-04-24,North,Cloudy,0.6521030373140798,0,97.17979966387082,0.14051415508301499,98.83111770049376,342,75.62683330865902
114,2023-04-25,South,Snowy,0.6568559774963945,0,100.33930151038658,0.2976337364229311,96.73689279998175,463,77.88247813305763
115,2023-04-26,South,Snowy,0.6615829601785098,0,100.4274185795339,0.1249526060724122,100.47168935093126,341,76.3728809689441
116,2023-04-27,North,Rainy,0.6662837985604906,0,98.13842593703951,0.29325368699192095,102.52952359388362,465,80.92799715918545
117,2023-04-28,North,Sunny,0.670958306875567,1,100.56365665581923,0.1885812664436413,103.28583461454127,498,87.022919053492
118,2023-04-29,East,Snowy,0.6756063003974755,0,97.64749604531683,0.12778538361906963,101.48624242241951,404,77.28763950435633
119,2023-04-30,West,Snowy,0.6802275954477582,0,98.01353585816916,0.27195575239604175,95.59253073529624,455,81.30760036309685
120,2023-05-01,South,Rainy,0.6848220094030226,0,101.8116526939822,0.1690713562483306,106.53489583737834,309,72.17411077816132
121,2023-05-02,North,Cloudy,0.6893893607021574,1,98.9144293641549,0.00039155617152579757,99.83282572191963,322,86.70110142142713
122,2023-05-03,North,Rainy,0.6939294688535079,0,100.60717553114058,0.2133125945751313,97.63687427649882,371,79.07733798068452
123,2023-05-04,South,Cloudy,0.6984421544420086,0,95.73111477597921,0.26608343120895184,95.55232988172878,399,82.70064908588016
124,2023-05-05,East,Snowy,0.7029272391362733,0,95.22719337829331,0.03950640893150054,97.9303912748217,397,75.1372838183449
125,2023-05-06,South,Sunny,0.7073845456956421,0,98.24876724087139,0.23276368003715725,95.86426946074633,452,80.77785163248734
126,2023-05-07,East,Rainy,0.711813897977186,1,100.36859260797584,0.26630574347381125,102.5635263458058,327,85.46517788348764
127,2023-05-08,East,Rainy,0.7162151209426669,1,100.01898196857435,0.17413417027220998,101.40852388633684,406,92.66368522836225
128,2023-05-09,East,Sunny,0.7205880406654561,0,89.63809843027295,0.05725302693566783,89.83908516491998,355,84.45963110679118
129,2023-05-10,West,Rainy,0.7249324843374059,0,106.01715068874503,0.03750794706423977,109.24995180707961,444,70.39894915969046
130,2023-05-11,South,Cloudy,0.7292482802756799,1,100.75912076900596,0.20629993018763995,100.50070613300498,360,88.80595366051574
131,2023-05-12,East,Rainy,0.7335352579295364,0,95.6207256586673,0.29171346414075555,95.94727731571784,329,77.3957766510177
132,2023-05-13,South,Cloudy,0.7377932478870696,0,93.20797872122134,0.17612665111206569,92.3745584699813,320,82.54314343595794
133,2023-05-14,North,Sunny,0.7420220818819026,0,107.53744893124627,0.20246159278902567,112.04102862477453,460,74.25110796332764
134,2023-05-15,North,Rainy,0.7462215927998385,1,89.53414033128463,0.2903605501305957,89.35531292654353,400,99.2137585904148
135,2023-05-16,South,Cloudy,0.7503916146854637,0,99.71514626716228,0.060956849248443655,103.7513209036041,473,77.8297706009184
136,2023-05-17,East,Rainy,0.754531982748706,0,84.38723085864795,0.22720982888678398,85.49080817815552,345,86.94080828128268
137,2023-05-18,East,Rainy,0.7586425333713469,0,104.53403977649496,0.11883105605224904,104.66554061556444,499,74.0277512447468
138,2023-05-19,South,Snowy,0.7627231041134874,0,91.96571187066864,0.22344165643654942,89.52484290231783,333,80.16209859375854
139,2023-05-20,South,Sunny,0.7667735337199675,1,101.56342741595367,0.24619992750824188,104.43975662313531,340,93.35509056811155
140,2023-05-21,North,Rainy,0.7707936621267382,1,103.3214928277471,0.1289723943688302,100.8925665011514,396,83.97443582078076
141,2023-05-22,South,Sunny,0.774783330467187,0,102.34637275340579,0.05720508116930294,103.54897941699232,379,77.56490952025968
142,2023-05-23,South,Sunny,0.7787423810784165,0,108.15628206158628,0.2430951569870301,108.81878320555263,320,73.34616751016993
143,2023-05-24,East,Snowy,0.7826706575074741,0,94.59092916376267,0.27057687150327,98.91022885772729,463,85.72211508839871
144,2023-05-25,South,Sunny,0.7865680045175353,0,101.66992105885433,0.025408185651876556,99.5937164683942,361,80.18764080402161
145,2023-05-26,West,Sunny,0.7904342680940378,0,93.46179295332522,0.056279913469960696,91.31087918587839,439,79.11890089760018
146,2023-05-27,West,Rainy,0.7942692954507682,1,100.18714788021579,0.23296724408539213,101.81099629351039,449,92.42184345458945
147,2023-05-28,West,Rainy,0.7980729350358996,1,95.53770238415993,0.07441882530634145,89.20100663091893,400,95.90189782051006
148,2023-05-29,West,Cloudy,0.8018450365379808,1,104.69090173118742,0.12391607502657503,107.52610275326742,361,92.29025282884528
149,2023-05-30,West,Sunny,0.8055854508918759,0,105.69291687523898,0.22476499918928372,104.68904278506157,437,73.55602628953942
150,2023-05-31,South,Snowy,0.8092940302846554,0,101.16396786403905,0.2229757149904366,102.13807112387026,443,73.25336436744286
151,2023-06-01,West,Cloudy,0.8129706281614371,0,100.69933754085191,0.241659954284705,101.08595096193898,482,79.06126640802623
152,2023-06-02,South,Cloudy,0.816615099231178,1,98.09283052234014,0.22366576998619211,99.46483791807994,415,92.63932292752791
153,2023-06-03,East,Snowy,0.8202272994724157,0,98.70001973791767,0.03532983983720082,98.9485012122669,432,80.10860968522594
154,2023-06-04,East,Rainy,0.8238070861389596,0,100.86992466306084,0.1275540952173567,103.29715963969514,340,82.28050531383725
155,2023-06-05,South,Cloudy,0.8273543177655321,0,98.02222755382822,0.15746154258033915,100.8527391602186,338,83.79899865195364
156,2023-06-06,West,Snowy,0.8308688541733595,0,96.80539319046999,0.18950216210672186,103.07066097450624,408,81.48900671866126
157,2023-06-07,North,Sunny,0.8343505564757104,1,105.51025493906573,0.10865939097289234,107.32819763815485,361,84.0452972879726
158,2023-06-08,North,Sunny,0.8377992870833855,0,100.02767574506316,0.021739111808110133,93.9424465834301,396,83.21207413922363
159,2023-06-09,West,Rainy,0.8412149097101534,0,97.8443770766209,0.26734182264462364,92.5007616509854,460,80.8264341861492
160,2023-06-10,West,Snowy,0.8445972893781382,0,97.14298943653968,0.2900599082786381,93.14894833380545,446,75.88602925639968
161,2023-06-11,West,Sunny,0.8479462924231513,0,103.86055278414631,0.17130751165855598,100.54460085879539,369,73.93187237564074
162,2023-06-12,West,Rainy,0.8512617864999755,1,94.18958100642816,0.266727948341674,93.17261015309289,427,98.47632005968467
163,2023-06-13,West,Rainy,0.8545436405875937,0,94.4511837167077,0.05231729389605864,94.74237678519997,371,78.91323380331715
164,2023-06-14,South,Sunny,0.8577917249943673,0,102.94640417810375,0.2399143924647134,97.19111417882922,384,79.57446131938852
165,2023-06-15,South,Snowy,0.8610059113631607,0,93.3853663351079,0.07850500563393986,90.88119319223512,300,85.39759246056694
166,2023-06-16,North,Rainy,0.8641860726764146,0,98.24761293228184,0.040200011095614094,94.92222602755714,349,77.27491624877483
167,2023-06-17,North,Sunny,0.8673320832611641,0,101.28111480019349,0.21865666336016507,95.26170599278906,472,80.71355998265403
168,2023-06-18,East,Cloudy,0.8704438187940066,0,94.44022399024064,0.059317309448458394,95.6397577559965,446,81.13987342938299
169,2023-06-19,West,Snowy,0.8735211563060132,0,102.37815434555655,0.18048391898960006,100.39330874791915,469,80.3085950668506
170,2023-06-20,South,Sunny,0.8765639741875899,0,96.65513569631199,0.229254807929867,98.99156218143607,478,78.87671993000328
171,2023-06-21,North,Rainy,0.8795721521932816,0,98.11379378290422,0.27817651401210847,98.18817521711892,374,84.5732689208576
172,2023-06-22,West,Snowy,0.8825455714465249,0,92.81288705373295,0.08430613420381197,91.5810788743243,448,81.46494712050871
173,2023-06-23,East,Rainy,0.8854841144443459,0,95.92429747202371,0.23409383642182807,94.82491947230855,495,82.11804459480513
174,2023-06-24,North,Rainy,0.8883876650620035,0,97.70568381460745,0.21030496202136695,99.76321025973412,346,83.54603266229256
175,2023-06-25,East,Cloudy,0.8912561085575778,0,94.35715879683899,0.24375920150694508,91.99555191730495,405,84.72237153943632
176,2023-06-26,South,Rainy,0.8940893315765054,1,98.30105433964607,0.23246240809467164,95.46985584339491,348,94.48129617631729
177,2023-06-27,South,Cloudy,0.8968872221560586,0,97.7124297261227,0.12369660518429178,97.49585148325504,343,79.21773625448306
178,2023-06-28,North,Rainy,0.8996496697297693,1,108.449715488646,0.00928914492639059,111.78131945028697,412,92.18467697312147
179,2023-06-29,South,Rainy,0.9023765651317996,0,94.92404811797067,0.07072213216955821,92.75884108081965,416,85.85856472310672
180,2023-06-30,West,Snowy,0.9050678006012541,1,101.00408869955942,0.22015236157632498,100.94981445406992,347,90.7634587113308
181,2023-07-01,South,Cloudy,0.9077232697864404,0,103.3099482845527,0.1864616223133558,105.89884958287054,472,78.67182078431587
182,2023-07-02,East,Sunny,0.9103428677490696,0,97.245731698679,0.2528246912082086,94.68034067073265,302,76.67386500207077
183,2023-07-03,West,Sunny,0.9129264909684057,0,105.3592566335881,0.2219594444933846,102.19356925633718,489,74.6990893677865
184,2023-07-04,North,Cloudy,0.9154740373453542,0,97.85647308571825,0.29207732033184547,105.33556867107941,396,83.38377644745866
185,2023-07-05,North,Sunny,0.9179854062064986,0,96.12379174166364,0.20657390379223173,95.23879975622977,307,79.86879039542329
186,2023-07-06,North,Snowy,0.9204604983080776,1,106.75881134521123,0.23762771329354784,104.73824428881122,335,96.27309537662714
187,2023-07-07,North,Rainy,0.9228992158399079,0,93.7892740060035,0.05736136001223857,89.39680946140916,486,85.88717520108804
188,2023-07-08,East,Rainy,0.9253014624292485,0,87.63954962035741,0.19737228725263686,88.8729305093863,352,85.0497869700904
189,2023-07-09,West,Sunny,0.9276671431446101,0,98.7546165334401,0.07897806494512156,94.4071007861546,458,73.14204138208149
190,2023-07-10,North,Rainy,0.9299961644995058,1,104.29910805846679,0.088758113119745,100.36387958462468,309,91.42070923589809
191,2023-07-11,East,Rainy,0.932288434456146,0,109.7341214163896,0.021585604679337754,105.42259551513249,336,71.58026554984218
192,2023-07-12,East,Snowy,0.9345438624290754,0,102.53616314404665,0.07560437725155979,102.71165134637825,324,76.96799248751343
193,2023-07-13,South,Cloudy,0.9367623592887524,0,102.04352569272434,0.24525735141076668,104.93011065077667,487,79.18452443682368
194,2023-07-14,North,Rainy,0.938943837365072,0,92.60725851965083,0.10547181568583935,92.67745357752693,314,82.46225128616364
195,2023-07-15,South,Rainy,0.9410882104508294,1,90.98340202739521,0.27120617382649914,90.66944282118473,341,99.32552977756252
196,2023-07-16,East,Rainy,0.9431953938051277,0,107.40784854185429,0.2726740101479035,108.9001425136704,386,77.55791058265538
197,2023-07-17,West,Rainy,0.9452653041567258,0,86.91241357718778,0.09168113129190915,88.49133233009985,440,83.98182421408534
198,2023-07-18,South,Cloudy,0.9472978597073298,1,99.9235917759699,0.0406086981408097,96.82827216955543,391,95.84963451247803
199,2023-07-19,South,Rainy,0.9492929801348252,0,107.21644171919218,0.10141926676337977,108.45269731698272,319,76.8338537298792
200,2023-07-20,West,Sunny,0.9512505865964508,0,99.95855267039187,0.27051283235359846,100.24920224015085,481,77.58941112567662
201,2023-07-21,South,Sunny,0.9531706017319148,0,100.44067462103341,0.1007336787959927,97.74543833380875,477,74.56290989052334
202,2023-07-22,North,Snowy,0.9550529496664516,0,89.7944054207079,0.08922972561965042,91.22526629123833,347,87.51507416041153
203,2023-07-23,South,Rainy,0.9568975560138205,1,92.97078348352139,0.10225369334174976,96.35360574422386,375,102.1638885414612
204,2023-07-24,East,Cloudy,0.9587043478792451,0,105.38448958829555,0.2308079577789874,106.81116061963422,428,79.9230833828202
205,2023-07-25,East,Snowy,0.960473253862294,0,98.31331823761575,0.2629772775477372,101.12115122976466,370,82.07919662927307
206,2023-07-26,North,Rainy,0.9622042040597021,0,93.11110021558724,0.15303263888399815,92.04961114617338,406,81.15053851868781
207,2023-07-27,West,Sunny,0.9638971300681336,0,96.12964209162001,0.16557469079522116,96.09556251440686,416,86.14143802752584
208,2023-07-28,North,Cloudy,0.9655519649868846,0,96.44571875997879,0.2736718539759362,93.4232628704536,317,84.42583618104261
209,2023-07-29,North,Rainy,0.9671686434205272,0,97.23510085352527,0.23674258820765182,92.24002033682918,369,82.52116095616863
210,2023-07-30,South,Snowy,0.9687471014814936,0,106.98607306907587,0.23942878062748085,111.08701201325253,315,83.47308180023666
211,2023-07-31,South,Sunny,0.970287276792601,0,96.90411106652877,0.014875623746634502,98.43710197064429,473,80.4214898562993
212,2023-08-01,North,Snowy,0.9717891084895165,0,100.34168022480073,0.11305709211821204,98.192381292506,381,78.96669691779361
213,2023-08-02,West,Snowy,0.973252537223162,0,101.83777768681583,0.1817439454937167,103.39094743931327,447,80.8131179191244
214,2023-08-03,East,Rainy,0.9746775051620601,0,106.46445793844592,0.1152284865018659,103.07739975938094,491,74.09790467990543
215,2023-08-04,North,Sunny,0.9760639559946193,0,99.94177033305245,0.07446229276082046,96.05300906801507,499,79.95851904335294
216,2023-08-05,West,Snowy,0.9774118349313591,0,107.00372025249213,0.10557552090357926,101.87515925797939,405,77.87944207441099
217,2023-08-06,North,Sunny,0.9787210887070751,0,97.67567892179594,0.17407738690070443,103.43006967595457,363,77.42209005567683
218,2023-08-07,South,Rainy,0.9799916655829445,0,98.31508986509148,0.04975332888306618,96.96227575535843,476,82.4675849396843
219,2023-08-08,North,Sunny,0.9812235153485701,1,100.54431809634656,0.1299721443818441,96.51030911892738,382,95.11150222472341
220,2023-08-09,East,Rainy,0.9824165893239648,0,104.67898824650774,0.04808479801148029,108.01353057845701,405,78.91318875265208
221,2023-08-10,East,Cloudy,0.9835708403614751,0,105.27391909824034,0.03240935147149556,99.68751558608551,395,75.2192241074502
222,2023-08-11,North,Cloudy,0.9846862228476447,0,101.26677125891032,0.27136705765247954,104.1372182179,371,81.72174866220948
